id,hhb,hbo2,ca,na
10896,8.039984703,4.071727753,9.158069611,2.86097312
10897,7.896839142,3.880250692,8.803448677,2.841692686
10898,7.771945953,4.06303978,8.98747921,2.917922735
10899,7.934165001,4.013483047,9.094993591,2.944032907
10900,7.744608402,3.982731104,8.833265305,2.713819504
10901,7.975370884,4.0072999,9.231338501,2.874406338
10902,7.906688213,4.061301231,8.887563705,2.764632463
10903,7.645978451,3.916181087,9.476002693,2.814628839
10904,8.238693237,3.962352991,8.928939819,2.905719042
10905,7.966481209,4.001935005,8.874178886,2.91403389
10906,8.284842491,3.944887877,8.717647552,2.811520815
10907,7.948435307,3.928115368,9.160252571,2.764181614
10908,7.930517197,4.072400093,8.795822144,2.791841269
10909,7.937613964,3.917375326,8.850623131,2.90657711
10910,8.046966553,4.199838638,9.059892654,2.970578432
10911,7.711765289,3.831118822,8.683372498,2.791875124
10912,7.628970146,3.979181767,8.91731739,2.842942953
10913,7.190757275,3.955080271,8.595600128,2.672869444
10914,8.010929108,4.090204239,9.005936623,3.028171778
10915,7.830611706,3.993589163,8.872229576,2.903774977
10916,7.70406723,3.987229109,8.938477516,2.863912821
10917,7.953555584,3.979051828,8.856746674,3.019418955
10918,7.969547749,4.034323215,8.947348595,2.999748945
10919,7.828043461,3.961853266,8.819423676,3.004226923
10920,8.253458023,4.275320053,9.147260666,2.903802633
10921,7.965022564,4.101737499,9.004955292,2.991339445
10922,7.539015293,4.016845226,8.843748093,2.715137959
10923,7.977837086,3.986089468,8.880738258,2.800655127
10924,7.899377346,3.909147501,8.755022049,2.964507103
10925,8.09529686,4.016495228,9.17150116,2.883616686
10926,7.832657337,3.9549582,8.943791389,2.953680515
10927,8.482135773,3.871165037,8.823835373,2.912498236
10928,8.29123497,4.042886257,8.982673645,2.905273676
10929,8.346069336,4.054089069,9.066139221,2.935460806
10930,7.759021282,4.03718996,8.912082672,2.89349246
10931,8.155755043,3.944881678,8.887835503,2.953167677
10932,7.915509224,3.977954626,9.063930511,2.957924128
10933,7.881652832,3.979260921,8.810845375,2.745548725
10934,8.074608803,4.039398193,9.197455406,2.862595081
10935,8.208140373,4.0505023,9.132322311,2.910954714
10936,8.008265495,3.896324873,8.734009743,2.955145597
10937,8.000259399,3.984360456,8.936995506,2.783005476
10938,8.316926956,4.258881092,9.157812119,2.901612282
10939,7.595385551,3.938830137,8.767969131,2.669834375
10940,7.932750702,3.919416428,8.782376289,2.93911767
10941,7.994653225,4.047394753,8.766727448,2.801192999
10942,7.91689682,3.99433732,8.944189072,2.890754938
10943,8.007069588,3.975956678,9.28556633,2.888417959
10944,7.888807774,4.034273148,9.096086502,2.850724459
10945,7.7617383,3.979959488,8.843346596,2.863327742
10946,7.546946049,3.947267771,8.68788147,2.826705694
10947,7.340344906,3.907848597,8.953384399,2.781873941
10948,7.502430439,3.793221235,8.594379425,2.804295301
10949,7.510370255,4.072393417,8.975949287,2.768923521
10950,7.790405273,4.104976177,8.950303078,2.798984289
10951,7.994471073,4.101516724,9.105498314,2.933006525
10952,7.982981205,4.016651154,8.920186996,2.845037222
10953,7.84800005,3.888202429,8.671157837,2.904828072
10954,7.987587452,3.884168386,8.709150314,2.947646379
10955,7.358991623,3.769469976,9.079228401,2.78793931
10956,8.148907661,4.077253819,9.17211628,2.838940382
10957,7.533194065,4.029853344,8.874040604,2.725341558
10958,8.087450981,4.054909706,9.057981491,2.864181042
10959,7.89641571,3.908474684,8.826313972,2.752864838
10960,8.36951828,4.166594028,9.10598278,2.896779776
10961,8.078884125,4.075146675,9.013874054,2.892582178
10962,8.393605232,3.980619192,9.047370911,2.822210789
10963,7.924869061,3.913522005,8.794988632,2.912876368
10964,7.895891666,4.114027023,8.648046494,2.804361105
10965,7.949930668,3.997825861,8.887228012,3.024208784
10966,7.543424129,4.058162212,8.994739532,2.813862085
10967,7.56373167,3.969919205,8.483767509,2.778511286
10968,7.629490376,3.985425711,8.922896385,2.798872709
10969,8.0442276,4.013383389,8.983316422,2.930063009
10970,8.15448761,4.09933424,9.045198441,2.921553612
10971,7.40151453,3.6343925,8.807924271,2.831705809
10972,8.229074478,4.087341785,9.110589981,2.985057354
10973,8.22170639,4.044050217,9.12446785,2.982123613
10974,7.820805073,4.005363464,8.663988113,2.849448919
10975,8.048521996,3.986018419,9.158175468,2.856809616
10976,8.006038666,3.945284128,8.965924263,2.911375284
10977,7.857009411,3.952302217,8.838198662,3.013582468
10978,7.806521416,3.774738789,8.299451828,2.657247543
10979,7.92007637,3.92856288,8.691939354,2.792854309
10980,7.973912716,3.890647888,8.873188019,2.810956717
10981,7.951075077,3.974911451,8.675905228,2.734570503
10982,7.72539711,4.030574322,9.174180031,2.903894186
10983,7.681987286,4.02569294,9.166707993,2.880883694
10984,7.61286211,3.907160997,8.779249191,2.878935099
10985,8.557923317,4.330312252,8.600646973,3.004523516
10986,8.261833191,4.061048508,8.522666931,2.860740185
10987,7.241876125,4.045370102,8.647455215,2.685374022
10988,7.817985058,3.835741758,8.755519867,2.797283411
10989,8.033973694,4.099228382,9.325775146,2.891782045
10990,7.757493496,4.05476284,8.994799614,2.833614588
10991,8.082147598,4.11513567,9.073375702,2.928821325
10992,7.66697216,4.026519299,8.247553825,2.717714071
10993,7.597125053,3.92811656,8.540380478,2.76658988
10994,7.799194336,4.038990498,8.821406364,2.889537096
10995,8.052412033,3.995681524,8.88908577,2.92391777
10996,7.596102238,3.943011045,8.781402588,2.669763327
10997,7.936741352,4.136579037,9.01201725,2.866317034
10998,7.467415333,3.985244513,8.215611458,2.637520313
10999,8.156959534,3.973989725,8.819267273,2.799205303
11000,8.062452316,3.959769487,8.914256096,2.936995029
11001,8.21037674,3.926827669,9.044372559,2.909332275
11002,7.962064266,4.138559341,8.896003723,2.917426109
11003,8.298130989,4.062645435,9.112976074,3.032108545
11004,7.881443501,3.989076376,9.037817001,2.925812483
11005,7.962124825,3.934947968,8.897309303,2.861399889
11006,7.799245358,3.974833727,8.660030365,2.840489388
11007,7.800609112,4.158138275,9.090738297,2.860226154
11008,8.215424538,3.992869139,9.258953094,2.841519117
11009,8.257772446,4.051092148,9.007702827,2.964042664
11010,8.167445183,3.960421324,8.995977402,2.965607405
11011,7.540682793,3.947979212,8.989444733,2.828547239
11012,7.978002071,4.020665646,8.662874222,2.761144876
11013,8.060778618,4.011717319,8.968229294,2.946965933
11014,7.670588017,3.966413975,8.869476318,2.863610983
11015,7.740749836,3.883303404,8.863378525,2.813911915
11016,7.821323872,4.01256752,8.650948524,2.849017382
11017,7.866631985,4.081040382,8.833585739,2.806945324
11018,7.95745182,4.019569874,8.982992172,2.932987928
11019,7.936110973,3.937087774,9.090810776,2.826105595
11020,7.938181877,4.24104023,9.088536263,2.830574989
11021,7.855941772,4.071460247,8.974189758,2.94631958
11022,8.061164856,4.131864548,9.00396347,2.812462091
11023,7.978870869,4.067446232,8.932619095,2.856624842
11024,8.11361599,4.026229382,8.863842964,2.867568254
11025,7.818831921,4.100478649,8.995365143,2.814100504
11026,8.086104393,4.072132111,9.103070259,2.821866274
11027,7.752673626,3.818384886,8.7952528,2.729432344
11028,8.186450005,3.954177618,8.971538544,2.92693162
11029,7.802040577,3.949878931,8.997959137,2.931278467
11030,8.009783745,3.899844408,8.734147072,2.956917048
11031,7.885332584,4.010187626,8.90000248,2.790168047
11032,8.030331612,4.040525913,8.935052872,2.918257475
11033,8.125792503,3.989447117,9.016225815,2.922996759
11034,7.748061657,4.030546665,8.821038246,2.810506821
11035,8.384610176,3.948662281,8.93209362,2.830975771
11036,8.04375267,4.111174583,9.049647331,2.884360313
11037,7.99079752,3.937350035,8.815881729,2.881088972
11038,8.043095589,4.001223564,8.920743942,2.925490856
11039,7.982619762,3.930531263,8.805048943,2.869069815
11040,7.658236027,3.7088449,9.156796455,2.937978268
11041,8.087978363,3.976719618,9.085943222,2.881774187
11042,8.155468941,3.989628315,9.024650574,2.980509996
11043,7.610318184,4.038748741,8.883499146,2.739660025
11044,7.986969948,4.083508015,9.073816299,2.927814484
11045,7.892068386,3.88559556,8.971429825,2.789773226
11046,7.998744965,4.004220963,8.790793419,2.83104825
11047,8.070201874,3.970553637,8.916909218,2.912307978
11048,7.757539272,3.905985832,8.868415833,2.788773537
11049,7.626832485,3.956069231,8.811616898,2.680509567
11050,7.830015182,4.176129818,9.028814316,2.84597826
11051,8.054093361,4.129693985,9.187839508,2.920636177
11052,7.610101223,3.942682028,8.776610374,2.674325705
11053,8.001508713,4.056656361,9.015701294,2.96932292
11054,7.826379299,4.001467705,8.852844238,2.868534803
11055,7.128651142,3.812730551,8.092598915,2.563436747
11056,7.930653095,3.893209696,8.758588791,2.891911983
11057,8.200202942,3.972709656,8.97977066,2.911458969
11058,7.960516453,4.003679276,8.880562782,2.911041021
11059,7.632026196,3.930856943,8.46778965,2.798725605
11060,7.884497166,3.8963871,9.151031494,2.896231413
11061,7.578329086,3.89422965,8.746382713,2.867079496
11062,7.876657963,4.010057449,8.830142975,2.868741989
11063,7.744945049,3.833171606,8.693479538,2.808301926
11064,8.097545624,3.969205141,8.962557793,2.947214365
11065,7.896186352,4.147395134,9.092167854,2.84494853
11066,7.978170872,3.967405558,8.835630417,2.93543911
11067,7.797342777,3.892710924,9.006038666,2.813009262
11068,7.669558048,3.981797457,8.717350006,2.835345984
11069,8.092290878,4.064269066,9.058181763,2.893048048
11070,7.807806015,4.004453182,8.858775139,2.77050972
11071,8.039284706,4.109541416,9.362967491,2.910470724
11072,7.930953503,4.143809795,9.078811646,2.837416887
11073,7.575057507,3.816189528,8.842510223,2.771413803
11074,7.844734669,3.952684164,9.064850807,2.970862627
11075,7.886293411,4.079959869,9.039966583,2.906179905
11076,7.862990856,3.97034955,8.65826416,2.780824423
11077,7.972877026,3.975790739,9.251948357,2.88484025
11078,7.814873219,4.092611313,8.930991173,2.797320604
11079,7.470787525,3.867439508,8.607769012,2.797092676
11080,7.560154438,4.046670914,9.531658173,2.828456163
11081,7.92864275,3.894065142,9.397465706,3.042671919
11082,7.595706463,4.034457207,8.927452087,2.755879402
11083,7.954868793,3.96463728,8.758686066,2.77135849
11084,7.894517422,4.008218288,9.085327148,2.927350283
11085,7.666469097,3.941332102,9.093194962,2.849586487
11086,7.931865215,3.954604626,8.803783417,2.914507151
11087,7.796552181,3.996510267,8.851741791,2.767669916
11088,8.056632042,4.157328129,9.007498741,2.880497217
11089,7.914581776,4.000556946,8.897937775,2.9249506
11090,7.81914711,4.080266476,8.916517258,2.855455637
11091,8.023352623,3.903217316,8.749011993,2.959272623
11092,8.210075378,4.050774097,9.019351959,2.980672598
11093,8.146409988,3.926626921,9.03331089,2.88904357
11094,7.817826271,3.965579033,9.238061905,2.981224775
11095,7.720215321,3.915961027,8.703946114,2.876960516
11096,7.554125309,4.058650494,8.939705849,2.740835667
11097,8.154605865,3.896867514,8.713443756,2.785265923
11098,8.164710999,4.007601261,9.132061005,2.958639383
11099,7.846571445,4.066399574,8.877417564,2.845054388
11100,7.731162548,3.971985579,8.847075462,2.899276972
11101,8.139220238,4.092947483,9.02322197,2.931114435
11102,7.927580357,4.12954092,9.000852585,2.815605402
11103,8.031990051,3.941360712,8.879763603,2.926283121
11104,7.916464329,3.915715933,8.727078438,2.878150225
11105,7.883712769,3.986099482,9.180145264,2.950971842
11106,8.309247971,4.078141212,8.399425507,2.869872808
11107,8.040351868,3.96929574,8.919967651,2.953083754
11108,7.924736977,4.124115467,8.983873367,2.805878401
11109,8.002331734,3.891378641,8.725763321,2.955719709
11110,7.861549854,4.04874754,8.929865837,2.956827402
11111,7.819141865,3.879722118,8.832742691,2.834587097
11112,7.60119772,4.000954628,8.889733315,2.735359192
11113,7.971841335,3.958475113,8.749053955,2.809281111
11114,7.906535625,4.160869122,9.07047081,2.844067335
11115,7.839923382,3.930018425,8.697482109,2.798385382
11116,8.145954132,4.009495735,8.966653824,2.925385714
11117,7.813195229,4.005096436,8.866755486,2.772152662
11118,7.809373856,4.003016472,8.856824875,2.770671606
11119,7.927776814,3.849982977,8.502335548,2.713349104
11120,7.969861507,3.931153774,8.871411324,2.889531612
11121,7.93257761,3.887635946,8.828824997,2.844035387
11122,7.861557007,3.953741312,9.349460602,2.903845072
11123,7.792089939,3.969457388,8.843357086,2.875307322
11124,7.527488232,3.904597998,8.745560646,2.820566893
11125,8.120353699,4.026733398,8.878307343,2.843684435
11126,8.012308121,4.045884132,8.994056702,3.036408663
11127,7.886861324,4.095752716,8.633590698,2.799446344
11128,8.394892693,4.126574993,9.1876297,2.92724967
11129,7.408310413,3.828968048,8.454288483,2.663847208
11130,7.963550568,4.15256691,9.206671715,2.982446194
11131,7.699332714,3.961165667,8.827903748,2.836596489
11132,7.996774673,3.933509588,9.148738861,2.843142271
11133,8.156449318,4.01665926,8.939012527,2.904531479
11134,7.887638569,4.04158926,8.943148613,2.87870574
11135,7.845781803,3.953267336,8.798559189,2.998441458
11136,8.184167862,3.929713726,8.679267883,2.750156641
11137,8.225287437,4.01832962,8.97679615,2.992968798
11138,7.891439915,4.020945549,8.857292175,2.8668859
11139,7.69965744,4.033228397,9.109132767,2.882893324
11140,8.222232819,4.065608501,9.060504913,2.951560736
11141,8.070108414,4.01399374,8.887560844,2.853310347
11142,7.709764957,4.132530212,9.062148094,2.847083569
11143,7.743994713,3.881127596,8.586929321,2.814862728
11144,7.798765659,3.98378253,8.838523865,2.894204855
11145,7.680139065,3.90627265,9.002191544,2.894439459
11146,7.983293056,3.936715126,8.834980011,2.921887636
11147,7.827908993,3.964384317,8.945976257,2.919621229
11148,7.872140408,3.844354153,8.789886475,2.818115473
11149,7.467245579,3.854180574,8.494497299,2.72102809
11150,8.668091774,4.12289238,8.842953682,2.722805738
11151,7.809815407,3.933991194,8.679037094,2.862431049
11152,7.917201519,3.944397449,9.067102432,2.833084822
11153,7.578571796,4.01628828,8.849178314,2.721422434
11154,8.039671898,3.938131571,9.023173332,2.901923895
11155,8.13850975,4.206356525,9.009195328,2.88621974
11156,7.699741364,3.862404585,8.778116226,2.789965868
11157,7.914567471,4.102209091,8.930088043,2.788533926
11158,7.894113064,3.820325375,9.457070351,2.901595354
11159,7.574873447,3.927210093,8.740179062,2.664532423
11160,7.62945509,4.059986591,8.962530136,2.770303011
11161,7.949356556,3.962733984,8.842077255,2.993206263
11162,8.14238739,4.062101364,8.976400375,2.926809072
11163,7.907551289,4.07598114,9.082876205,2.94435811
11164,8.155846596,4.127311707,9.154262543,2.815730333
11165,8.1407938,3.900975466,8.665909767,2.743193626
11166,7.635431767,3.962295294,8.821137428,2.680016994
11167,8.027094841,4.108617306,9.074811935,3.014452696
11168,8.321907997,4.083546638,8.357771873,2.870791435
11169,7.990672588,4.088825226,9.262121201,2.947522879
11170,7.474545002,3.83686614,9.085950851,2.789956331
11171,8.006612778,4.111699104,8.948213577,2.796343803
11172,8.248586655,4.064860344,9.035258293,2.895920753
11173,8.283472061,4.123385429,9.051675797,2.881570578
11174,9.184380531,4.375111103,8.537721634,3.163764715
11175,7.908622742,3.922312498,8.675208092,2.788206339
11176,8.030461311,3.943846464,9.013436317,2.902289629
11177,7.634089947,3.901087046,9.261387825,2.752351284
11178,8.195998192,4.026573658,9.102483749,2.97552228
11179,8.00254631,3.93093133,9.101005554,2.852133989
11180,7.891661644,4.058427334,9.000600815,2.908082247
11181,8.086369514,3.987677336,8.935145378,2.971094847
11182,7.23938036,3.851456404,8.706447601,2.731735706
11183,8.055309296,4.126677513,9.022369385,2.88172555
11184,7.797278881,3.997659922,8.844777107,2.765650034
11185,8.038795471,3.93473053,8.76194191,2.802553892
11186,8.060928345,3.875530481,8.572649002,2.725948572
11187,8.071006775,4.142346859,8.870128632,2.855905294
11188,7.797236919,3.878737926,8.623497009,2.743368387
11189,7.884536266,4.035019875,9.206727028,2.887609959
11190,8.077075005,4.068659782,8.958515167,2.90990591
11191,7.880047321,4.006943226,9.103549957,2.944290876
11192,8.273962021,4.101489067,9.09974575,2.8950634
11193,8.106734276,3.949531555,8.92000103,2.95388484
11194,7.46330595,4.002930641,8.949302673,2.784697771
11195,8.34403038,4.087521553,9.147593498,2.876037836
11196,7.867528439,4.019483566,8.889996529,2.790386438
11197,7.816027641,3.877933264,8.722106934,2.859962702
11198,7.844610691,3.84668088,8.829586029,2.801096678
11199,7.622292042,4.03706789,8.94584465,2.803907156
11200,7.914231777,3.902961016,9.348919868,2.937043428
11201,8.721362114,4.104580879,8.183947563,3.102208853
11202,7.432486534,3.959886789,8.934274673,2.779563904
11203,8.270834923,3.990733385,8.94103241,2.840007544
11204,8.659250259,4.197628021,8.414892197,2.992800713
11205,8.021113396,4.113819599,8.891299248,2.85220027
11206,7.929717064,3.890548944,8.864538193,2.85020113
11207,7.872154713,4.050788879,8.844355583,2.833436728
11208,8.120547295,4.00481987,9.073932648,2.810241938
11209,8.118789673,4.061756611,9.140810013,2.822733402
11210,7.782143116,4.107975006,8.952205658,2.8025105
11211,7.754722118,3.991399765,8.604483604,2.792727232
11212,7.963045597,4.04997015,9.031423569,2.941325903
11213,7.630545139,3.859040737,9.089348793,2.809300661
11214,7.769037724,3.961423159,8.83205986,2.866629124
11215,8.045319557,3.987222672,8.85136795,2.894649744
11216,7.733863354,3.897359133,9.053249359,2.830801725
11217,8.019432068,3.963072062,8.913187981,2.881180048
11218,7.868201256,3.9667027,8.769825935,2.877614737
11219,8.094027519,3.919311762,8.779287338,2.881883383
11220,7.742183685,3.844188929,8.714010239,2.800974131
11221,7.905893326,3.998852491,8.981666565,3.008630276
11222,7.885944366,3.879164457,9.380140305,2.941263199
11223,7.590367794,3.935567617,8.767577171,2.667374849
11224,7.541472912,4.029038906,9.468242645,2.804926634
11225,7.925273895,4.037965298,8.979640961,2.779238701
11226,7.881672382,3.892621756,8.710625648,2.885249376
11227,8.068807602,3.946118116,9.098031044,2.812711954
11228,7.848793507,4.095283031,8.779056549,2.828344107
11229,7.507115364,4.038166523,8.935296059,2.731948614
11230,7.596467495,3.949296713,8.811612129,2.815902948
11231,7.8997612,3.988387823,8.998085022,2.948838949
11232,7.796560764,3.94655633,9.074439049,2.865701437
11233,7.858552456,3.972359896,9.06431675,2.9498384
11234,7.942279339,4.028766632,8.715406418,2.746942282
11235,7.935296059,3.937005758,8.706268311,2.795721054
11236,7.439038754,3.741989374,9.064740181,2.777654886
11237,7.522633076,3.878040075,9.299354553,2.845679998
11238,7.948605061,4.010902405,8.956144333,2.832432508
11239,8.006271362,3.966193438,8.805397034,2.812676668
11240,8.194484711,4.020960331,8.947533607,2.943893671
11241,7.579823494,4.007075787,9.374053955,2.856365442
11242,7.831078053,4.112298489,8.963300705,2.814039469
11243,8.087517738,4.221439362,9.196426392,3.008534193
11244,7.708827496,3.90977788,8.656385422,2.763400316
11245,7.796504021,3.956585884,8.980106354,2.932705164
11246,7.75950861,3.879842043,9.100636482,2.939823151
11247,7.74377203,3.89651823,8.631892204,2.758510351
11248,7.73201704,3.973441124,8.824433327,2.860467196
11249,7.9254179,3.976679564,8.851646423,2.780739069
11250,8.030539513,3.941518784,9.065912247,2.864037752
11251,8.061418533,3.851437807,8.635650635,2.781832457
11252,7.513652802,3.926771402,8.747430801,2.853499174
11253,7.908390999,4.097226143,9.113485336,2.927367449
11254,7.815011501,3.910603285,9.293613434,2.979399681
11255,7.508095741,4.039568901,8.677771568,2.83242774
11256,7.953520298,4.019557476,8.963335991,3.018219233
11257,7.824979305,4.147432327,9.119933128,2.856650829
11258,7.647035122,3.83795619,8.472215652,2.675371647
11259,7.540363789,3.920150995,8.824831009,2.872275591
11260,7.419764519,3.718089342,9.081820488,2.776808977
11261,8.124656677,4.016917706,9.305319786,2.873946905
11262,7.942229748,4.14298296,8.913793564,2.918414831
11263,8.390221596,4.103441238,9.159543991,3.02623868
11264,7.59476614,4.040860176,8.945209503,2.792526722
11265,8.027223587,3.985070467,8.899073601,3.008566618
11266,7.682790279,3.964464188,8.700597763,2.871471882
11267,8.137154579,4.042385101,8.945362091,2.924076319
11268,7.865438938,3.924129725,8.76602459,3.004605055
11269,7.956660748,3.918986559,8.92502594,2.865417719
11270,8.418230057,4.033444881,8.962862015,2.944335699
11271,7.981215,4.078781128,9.071968079,2.968328238
11272,7.99702692,3.857911825,8.861269951,2.838836908
11273,7.812978268,3.894630671,8.632023811,2.899919271
11274,7.66304636,3.972806215,8.845227242,2.688707829
11275,8.135984421,4.08591938,9.023639679,2.936681509
11276,7.90304327,4.024629593,8.959024429,2.967444897
11277,7.538197517,4.057355404,9.469083786,2.838090181
11278,7.446407795,3.89128089,8.799427032,2.833824396
11279,8.235025406,4.023754597,8.990123749,2.920239449
11280,7.628596783,4.044810772,8.776396751,2.826985121
11281,7.400169373,3.920315027,9.09139061,2.802382231
11282,7.803491116,3.872102976,8.661260605,2.86782527
11283,8.026694298,3.943044424,8.856750488,2.93756938
11284,7.910371304,3.929873705,9.01249218,2.878426313
11285,8.379440308,3.985272408,9.118038177,2.863417625
11286,8.185544968,3.973816633,8.934864044,2.96531558
11287,7.818635464,4.010724068,9.060614586,2.894035578
11288,7.681923866,3.844432592,8.497220993,2.817151546
11289,7.91023922,3.979762793,8.931528091,2.842811823
11290,7.715283871,3.946872234,9.063891411,2.939475775
11291,7.74362278,3.975536108,8.731977463,2.902741194
11292,7.708502769,3.863118887,8.69603157,2.803571701
11293,7.745961189,3.999356031,8.983545303,2.872293234
11294,8.117440224,3.885216951,8.779213905,2.869752645
11295,7.76341486,4.142819881,8.830714226,2.899978399
11296,7.821378708,3.88465333,8.941059113,2.810334444
11297,8.317087173,4.075449944,9.16695118,2.95548439
11298,8.011330605,4.063572407,8.989893913,3.008241415
11299,7.835354805,3.961257696,8.985153198,2.942226171
11300,8.386265755,4.004751205,8.991415024,2.848539114
11301,7.980779648,3.991286039,8.866783142,2.783825397
11302,8.258779526,4.061319351,9.062790871,2.910800219
11303,7.978496075,4.007024288,8.845187187,2.874400139
11304,7.843138218,4.010493755,8.874023438,2.78213954
11305,8.230674744,4.039814472,9.072144508,2.91201663
11306,7.677689075,3.872232676,8.494617462,2.852813959
11307,7.74112463,3.808267593,8.830215454,2.758307695
11308,7.57596159,3.942587614,8.819677353,2.868509054
11309,7.713811398,4.060276031,8.908996582,2.86969471
11310,8.079797745,4.060591698,9.356078148,2.901382685
11311,7.695604801,4.060528755,8.800878525,2.828638792
11312,7.803445816,3.888950586,8.61468792,2.884462357
11313,8.094023705,3.887818336,8.815577507,2.77905488
11314,7.825526714,4.085608006,8.904396057,2.793317556
11315,7.882632732,3.917138338,8.69580555,2.906937361
11316,7.757506847,4.039207458,8.915124893,2.887727976
11317,7.918689728,4.051503658,8.922318459,2.916150808
11318,7.97734499,3.992952585,9.01968956,2.867212057
11319,9.156257629,4.399716854,9.154280663,3.04659009
11320,8.136979103,3.930426121,8.878067017,2.818074942
11321,7.783366203,3.86177969,8.837528229,2.815262556
11322,7.872475624,4.054839611,9.013933182,2.967444181
11323,7.95781374,3.925035,8.777434349,2.876483202
11324,7.861314297,3.935992718,8.722298622,2.856538057
11325,7.819282532,4.082472801,8.908230782,2.786689997
11326,7.979035854,4.001972675,9.166335106,2.983148813
11327,7.537077427,3.746570826,9.132013321,2.800250769
11328,8.103675842,4.192167282,9.323402405,2.999853373
11329,8.101638794,3.995872259,8.85677433,2.842504263
11330,7.938421726,4.024786949,8.796378136,2.779538393
11331,7.761456013,3.896263838,8.679750443,2.891963482
11332,7.690094948,3.976318359,8.970005035,2.898838758
11333,7.713779926,3.989629984,8.922527313,2.878280878
11334,7.78889513,3.994860888,8.841953278,2.763290644
11335,8.057084084,3.990227938,8.871473312,2.922323465
11336,8.25872612,4.070248604,9.047646523,2.975220919
11337,7.835925579,3.900450468,8.712859154,2.883795023
11338,7.887443542,4.052839756,9.051359177,2.962389231
11339,7.84105444,3.930395365,8.780472755,3.008886337
11340,7.999361515,4.015775204,8.7430439,2.738308668
11341,7.710944653,4.129149914,8.832855225,2.890102386
11342,7.927263737,4.001643658,8.904663086,3.026214361
11343,8.045152664,3.955144644,8.996500969,2.896526098
11344,7.413963795,3.868225098,8.998643875,2.759846687
11345,7.505038738,4.023972034,8.866317749,2.717513561
11346,7.960274696,4.056922436,8.975235939,2.929985523
11347,7.661848545,3.880772829,8.537846565,2.760760069
11348,7.800094128,4.050292969,8.865919113,2.938575983
11349,7.862661839,3.877195597,8.938194275,2.783581972
11350,8.009078026,3.942773581,8.856397629,2.894568443
11351,7.892823219,3.990937471,9.048948288,2.929395676
11352,7.598642826,3.91748929,9.162496567,2.853937387
11353,7.959199429,4.054219246,8.748197556,2.79867816
11354,7.733339787,4.081833363,8.949367523,2.78805995
11355,8.486674309,4.107364655,8.488773346,3.13132453
11356,8.148516655,4.081220627,9.453282356,2.926809072
11357,8.027323723,4.016749859,9.10653019,2.979259253
11358,7.755239964,3.977857113,8.800238609,2.752086401
11359,7.667360783,3.96140933,9.131498337,2.871376514
11360,7.952465057,4.041401863,8.951162338,2.939522505
11361,7.8573699,3.886221647,8.750634193,2.886943817
11362,8.149040222,4.063510895,9.290723801,2.862042189
11363,7.792421341,3.998146772,8.845331192,2.765177727
11364,8.101810455,3.980115414,8.927864075,2.890008211
11365,7.555482864,3.984291315,8.881896019,2.778665781
11366,7.637538433,3.872319937,8.50586319,2.759155989
11367,8.158807755,4.001317978,8.908084869,2.99340868
11368,8.103339195,4.107631683,9.007071495,2.867319822
11369,7.623263836,4.164112568,9.148273468,2.84909296
11370,7.819280624,3.942977667,8.703931808,2.782382011
11371,7.937199593,4.079885483,8.799224854,2.833602905
11372,7.875230312,3.995769739,8.986261368,2.978165865
11373,8.003820419,3.923229933,8.90521431,2.874164343
11374,7.642738342,3.866036177,8.894539833,2.905637026
11375,7.893562794,3.915903091,8.73235321,2.849060297
11376,9.636161804,4.508686543,9.323521614,3.150034666
11377,7.928160191,4.110044479,8.95404911,2.795446157
11378,8.119870186,4.097081661,9.102615356,2.904837132
11379,7.723771572,4.035055161,8.964935303,2.86491847
11380,8.129027367,4.244639874,9.097696304,2.888488054
11381,9.248860359,4.40395546,8.543317795,3.183674097
11382,7.756186008,3.89770484,8.584022522,2.878070831
11383,7.332384586,4.076552391,8.717758179,2.705259562
11384,8.007678032,3.894566774,8.733919144,2.956478834
11385,7.761401176,3.978910208,8.805487633,2.753734589
11386,8.020855904,4.215381622,9.049667358,2.861519575
11387,7.799686432,3.937052965,8.770484924,2.88926816
11388,7.873299122,4.175085545,9.028758049,2.965213537
11389,8.088809013,3.959862947,8.982244492,2.938887358
11390,7.471479893,3.896604776,9.177617073,2.815194845
11391,7.862967014,3.885074377,8.839986801,2.727527857
11392,7.726815701,3.914721727,8.747140884,2.821613073
11393,7.953393459,4.106143951,9.129242897,2.918748617
11394,7.99377203,3.886859417,8.713701248,2.952465296
11395,8.035243988,4.121433735,9.100030899,2.964232445
11396,7.918745518,3.933855772,9.134644508,2.855096102
11397,7.932210922,3.935320854,8.700304985,2.7967031
11398,7.673952103,3.990435362,8.912733078,2.87385869
11399,7.959469318,3.966384172,8.812337875,2.940940142
11400,7.924623013,3.982484579,8.836927414,2.903861284
11401,7.677828312,3.955754042,8.791935921,2.882528543
11402,7.706438541,4.017172337,8.986436844,2.85422492
11403,7.881838322,3.971170664,9.023066521,2.964502335
11404,7.5612216,3.874712467,8.973514557,2.775979757
11405,7.404676914,3.847814798,9.193681717,2.825140715
11406,7.59504509,3.936614752,8.762833595,2.667725801
11407,7.544052601,3.803924799,9.032335281,2.791289568
11408,7.930265427,3.935983181,8.701845169,2.796679735
11409,7.528076649,3.948547125,9.277729034,2.828115463
11410,7.998452663,4.048550606,8.976207733,3.000415087
11411,7.749746799,3.903794527,8.676054001,2.832021952
11412,7.911931515,4.057723522,8.969559669,2.923158884
11413,8.114430428,4.226535797,9.107949257,2.871246099
