id,hhb,hbo2,ca,na
11866,8.302005768,4.100317478,9.111208916,3.281525135
11867,8.433835983,4.190924644,9.523486137,3.276907921
11868,8.18185997,4.085760117,9.08725071,3.231954575
11869,7.91121912,4.152060986,9.475790977,3.225915432
11870,7.895399094,4.119092941,9.452314377,3.078564644
11871,8.760028839,4.299572468,9.368469238,3.025249004
11872,7.828297138,4.13579607,9.518120766,3.159606457
11873,8.051391602,4.179449558,9.035386086,3.010264397
11874,8.241472244,4.223441124,9.495728493,3.285556316
11875,7.79460144,4.337612152,9.560388565,3.013502598
11876,8.034931183,4.216340065,9.553040504,3.318710804
11877,8.235434532,4.15626955,9.343792915,3.264387608
11878,8.057619095,4.252762318,9.686860085,3.137081623
11879,7.749462605,4.224467278,9.407164574,3.167207241
11880,8.439062119,4.232547283,9.17618084,3.17105341
11881,8.40152359,4.059292793,9.997283936,3.277100563
11882,8.342927933,4.313691616,9.338692665,3.213126659
11883,7.846648693,4.265081406,9.451195717,3.24579668
11884,7.816243172,4.245662212,9.432658195,3.233195305
11885,8.312047958,4.21076107,9.532708168,3.178674698
11886,7.86060667,4.137111664,9.454861641,3.176733971
11887,7.98238802,4.01705122,9.571599007,3.130247593
11888,7.869866848,4.297712326,9.718254089,3.2558465
11889,7.981050968,4.125744343,9.509078979,3.271353245
11890,7.845478058,4.364836216,9.616391182,3.031849384
11891,7.503305912,3.740163326,9.694818497,3.087788105
11892,8.461788177,4.268137455,9.26229763,3.155806541
11893,7.988727093,4.122150898,9.356657982,3.214027405
11894,7.595410824,4.284543037,9.453923225,3.106520176
11895,8.697183609,4.159254074,9.544919014,3.102273941
11896,8.168096542,4.237655163,9.638912201,3.166181564
11897,7.87432766,4.210944653,9.745297432,3.301866055
11898,7.597445965,4.221148491,9.927347183,3.096993446
11899,7.933815002,4.312047005,9.758284569,3.259403706
11900,8.425477982,4.168014526,9.453855515,3.31017065
11901,8.403036118,4.324831963,9.634541512,3.246209145
11902,7.993659496,4.177762985,9.62101078,3.145347118
11903,7.457588673,4.143014908,9.41322422,3.117217064
11904,8.069179535,4.361063957,9.802103043,3.26315403
11905,7.812973499,4.15998888,9.210549355,3.116446972
11906,7.827930927,4.010819912,9.515025139,3.037809372
11907,7.792998791,4.182859898,9.760605812,3.155667782
11908,8.311594009,4.213100433,9.538437843,3.180148602
11909,7.681212902,3.841618299,9.110726357,3.050861359
11910,7.776720047,4.308658123,9.772501945,3.274495125
11911,7.879746914,4.218105793,9.486227036,3.209003925
11912,8.278533936,4.195201874,9.483059883,3.164917946
11913,7.964172363,4.174649239,9.641220093,3.206969261
11914,7.643051147,3.854954004,9.046238899,3.139040947
11915,7.862111092,4.37749052,9.640474319,3.040107727
11916,8.039222717,4.12168169,9.317672729,3.118147373
11917,8.642930984,4.289069176,9.192144394,2.974144459
11918,8.027202606,4.234840393,9.575514793,3.259159088
11919,7.431447506,4.23313427,9.172339439,3.014792919
11920,7.497674942,4.249242783,9.697852135,3.253345966
11921,8.246751785,4.160894871,9.356212616,3.268267155
11922,7.818649769,4.254096985,9.370245934,3.234490871
11923,8.168956757,4.236218929,9.60089016,3.284017563
11924,8.050563812,4.309045792,9.81674099,3.33318758
11925,7.873687267,4.128774643,9.537247658,3.194564342
11926,7.805915356,4.134976864,9.440649033,3.219962597
11927,7.680765152,4.153328419,9.63371563,3.297224998
11928,8.258766174,4.184227943,9.661429405,2.997837543
11929,7.86857748,4.205046177,9.143303871,3.10695076
11930,8.364124298,4.418185711,7.521533489,4.544038773
11931,8.089168549,4.271112919,9.813837051,3.280493259
11932,8.306499481,4.277493,9.66691494,3.238343239
11933,8.257930756,4.181573391,9.466804504,3.247624874
11934,8.321084976,4.220246792,9.556512833,3.186597347
11935,8.447378159,4.294063091,8.994104385,3.162637711
11936,8.268398285,4.010351658,9.244764328,3.18048954
11937,7.919210911,4.342642307,9.234618187,3.219124317
11938,7.383401394,4.05490303,10.02080345,3.074100494
11939,7.859686375,4.236442089,9.659533501,3.182137012
11940,7.84213686,4.27470541,9.728216171,3.181388855
11941,8.222412109,4.173084259,9.311541557,3.28718996
11942,8.066884995,4.194326401,9.525994301,3.188271046
11943,8.799415588,4.430639267,9.452727318,3.083770752
11944,8.340065002,4.239100456,10.01103306,3.216331482
11945,7.637134075,4.085454941,9.123358727,3.078630447
11946,8.143018723,4.130660057,9.453798294,3.255003929
11947,8.107544899,4.291910648,9.605615616,3.215292931
11948,8.226977348,4.034307957,9.229618073,3.234017849
11949,8.449907303,4.241397858,9.005438805,3.157383919
11950,7.797008038,4.123895168,9.38336277,3.214010239
11951,8.308971405,4.051688194,9.180567741,3.25370121
11952,7.906567574,4.068082809,9.713755608,3.07809782
11953,8.875551224,4.098495007,9.234062195,3.294544697
11954,7.781044006,4.109915733,9.163142204,3.119451046
11955,7.956825733,4.240001678,9.71569252,3.182646751
11956,7.898266315,4.265209198,9.89934063,3.351428986
11957,7.649137974,3.799813747,9.883713722,3.048825264
11958,7.804218769,4.158187866,9.392348289,3.164154053
11959,7.972739697,4.155008316,9.353466988,3.21173048
11960,8.284822464,4.218244076,9.446185112,3.123316765
11961,8.296760559,4.265969753,9.328633308,3.087655067
11962,7.686256886,4.278865814,9.759177208,3.285494328
11963,8.013525009,4.263175011,10.2841692,3.206551552
11964,7.421255589,4.217099667,9.035953522,3.22978878
11965,8.132715225,4.105759621,9.654465675,3.129208088
11966,7.421110153,4.09458971,10.36176205,3.063423157
11967,7.258450031,4.174107075,9.472208977,3.044852734
11968,8.126867294,4.013749123,9.148596764,3.181715012
11969,8.458150864,4.103069305,9.802454948,3.174954891
11970,8.200515747,4.146399975,8.980460167,3.162345886
11971,7.821701527,3.979585886,9.139016151,3.157621861
11972,8.36444664,4.151864529,9.39514637,3.297518253
11973,7.644023418,4.18068552,9.759510994,3.114542484
11974,7.868523121,4.171349049,9.527326584,3.215384007
11975,8.264759064,4.171468735,9.373711586,3.273649216
11976,7.810348988,4.228862286,9.605635643,3.193321705
11977,7.834503651,4.076103687,9.450413704,3.142663956
11978,7.969454288,4.242661953,9.709389687,3.365746021
11979,7.815113544,3.993217707,9.451331139,3.071670055
11980,8.397499084,4.124397755,9.528422356,3.193234444
11981,7.744521141,4.1547575,9.199946404,3.131793022
11982,7.922973156,4.270764828,9.895833015,3.206874847
11983,8.143465042,4.197141647,9.402234077,3.224508762
11984,8.302257538,4.279109001,9.846137047,3.149883747
11985,8.568822861,4.354325294,9.505978584,3.169831276
11986,7.970396519,4.188173771,9.503108025,3.294665813
11987,8.239334106,4.198750973,9.470964432,3.187557697
11988,7.499692917,4.110303879,9.72368145,3.042507648
11989,7.770644188,3.987010479,9.522536278,3.176709175
11990,7.889649391,4.338440895,9.815002441,3.224255562
11991,8.270242691,4.124945164,9.337674141,3.224066734
11992,8.072925568,4.169376373,9.54774189,3.082445621
11993,8.114332199,4.154280663,9.328694344,3.057272911
11994,7.901320457,4.018865108,9.483300209,3.07151413
11995,8.068733215,4.261044979,9.424181938,3.234132767
11996,8.06568718,4.200241089,9.399382591,3.12913084
11997,8.867671967,4.3238554,9.498347282,3.220121861
11998,7.959515095,4.101930618,9.371735573,3.334156036
11999,8.101228714,4.24639082,9.464631081,3.156918049
12000,7.767265797,4.230462551,9.53756237,3.179707527
12001,8.082336426,4.266829014,9.719349861,3.146391392
12002,8.003648758,4.190586567,9.461853981,3.250254631
12003,8.002645493,4.05865097,9.074307442,3.051549911
12004,7.995736599,4.289568424,9.619702339,3.274775028
12005,8.215362549,4.146765709,9.323114395,3.259366989
12006,8.444200516,4.31981945,8.9932127,3.160486221
12007,7.966322422,4.04991293,9.569626808,3.042131901
12008,8.155487061,4.213693142,9.6565485,3.226321697
12009,8.031784058,4.033943653,8.606207848,3.21405983
12010,7.80521965,4.218401909,9.578584671,3.151814461
12011,7.421629429,3.972293854,8.855903625,2.999621391
12012,7.612939835,4.245161057,9.985286713,3.087527275
12013,8.10905838,4.204484463,9.414743423,3.241427898
12014,7.736738682,4.049539566,9.340982437,3.14328289
12015,7.761971951,4.050476551,9.26768589,3.06302166
12016,7.618371487,4.099513054,9.12309742,3.114510536
12017,8.311578751,4.402885437,9.603123665,3.211123943
12018,7.977807045,4.084280491,9.46508503,3.049093723
12019,8.101818085,4.020611286,9.156842232,3.178046227
12020,8.312253952,4.07325983,9.129994392,3.271025181
12021,8.445478439,4.392290115,9.485136986,3.171013832
12022,8.14540863,4.158969879,9.71517849,3.205270767
12023,8.29927063,4.206139565,9.519394875,3.175349712
12024,8.058671951,4.165279865,9.830525398,3.170931339
12025,8.254104614,4.214179516,9.469473839,3.203734875
12026,8.290079117,4.196167469,9.502016068,3.165747643
12027,7.848227024,4.221037388,10.28583813,3.118046761
12028,8.411340714,4.243536949,9.689261436,3.148178577
12029,8.016641617,4.107129574,9.430318832,3.322277546
12030,7.861234188,4.170176506,9.357208252,3.181445122
12031,8.36706543,4.033825874,8.041169167,2.934465885
12032,8.110729218,4.20334053,9.755651474,3.194347382
12033,7.524596214,4.227834225,9.910462379,3.159464836
12034,8.061759949,4.253124714,9.691836357,3.135666847
12035,7.882564068,4.294560909,9.508779526,3.180652618
12036,8.408075333,4.409450531,9.976427078,3.351014137
12037,8.141860962,4.249104023,9.418334007,3.230275631
12038,7.44627285,4.155110359,9.738369942,3.164737225
12039,7.964419842,4.20815897,9.622024536,3.177501202
12040,8.743177414,4.200673103,8.331990242,3.227336407
12041,7.921761036,4.247629166,9.77616024,3.273081303
12042,7.86668539,4.306389809,9.749284744,3.269299507
12043,8.666326523,4.240636826,9.129799843,3.260253906
12044,7.942697048,4.369745731,9.976885796,3.220293045
12045,7.723900318,4.213575363,9.348208427,3.137836933
12046,7.350807667,4.179914474,9.696329117,3.015109062
12047,7.660432339,4.187395573,9.27700901,3.125930309
12048,7.636477947,3.789201498,9.626626968,3.060156822
12049,7.774894238,4.164923668,9.031371117,3.012511253
12050,8.265604019,4.176534653,9.680206299,3.111206055
12051,8.114839554,4.066914082,9.896264076,3.101207256
12052,7.738580227,4.150542736,9.444391251,3.210476398
12053,8.369848251,4.273524284,9.115909576,3.125268459
12054,8.304016113,4.411482811,9.780749321,3.25696373
12055,8.164829254,4.126571655,9.509978294,3.153295517
12056,8.327869415,4.230679989,9.480413437,3.111973286
12057,8.219984055,4.205829144,9.507878304,3.405230045
12058,8.210495949,4.215995312,9.479063988,3.195906162
12059,7.937878609,4.064536572,9.270401955,3.327670574
12060,7.828432083,4.126266479,9.348208427,3.153169155
12061,8.403469086,4.11521101,8.797314644,3.256594181
12062,8.327665329,4.157553196,9.320702553,3.331695557
12063,8.294027328,4.199999809,9.50286293,3.16809082
12064,8.400556564,4.286112785,9.505282402,3.164597988
12065,7.668998241,4.17379427,9.357388496,3.201759338
12066,7.165318012,3.899313211,9.044064522,3.063623905
12067,8.331346512,4.135557175,9.816404343,3.221097946
12068,8.692647934,4.131429672,9.626367569,2.816613197
12069,7.982269764,4.097289562,9.495245934,3.191227913
12070,8.203561783,4.351990223,9.694293022,3.265423775
12071,8.193031311,4.295672894,9.335047722,3.169582844
12072,8.371988297,4.30606699,9.698904991,3.336060047
12073,7.679916859,4.165543079,9.516382217,3.106245041
12074,7.764238834,4.305835247,9.729619026,3.210813999
12075,8.192775726,4.288142204,9.360243797,3.166503906
12076,8.042076111,4.352114201,9.656315804,3.3331604
12077,8.175598145,4.189361095,9.401097298,3.276196957
12078,8.236913681,4.157874107,9.347251892,3.268027306
12079,8.158415794,4.213360786,9.706303596,3.30852747
12080,8.324584961,4.18141222,9.677305222,3.124162197
12081,8.281324387,4.042469978,9.336915016,3.178470135
12082,7.925914288,4.214194298,9.532458305,3.261970043
12083,8.23168087,4.155494213,9.338807106,3.262785912
12084,7.834947586,4.290719032,9.507323265,3.26647377
12085,8.406000137,4.174839497,8.62954998,3.173185825
12086,8.375507355,4.231640339,10.30222225,3.233863354
12087,8.158340454,4.271416664,9.361756325,3.170274258
12088,8.088747025,3.91884923,10.24646282,3.136629105
12089,8.038202286,4.234261036,9.657448769,3.124789238
12090,7.873300076,4.202250004,9.869240761,3.139334202
12091,7.960903645,4.202990532,9.62755394,3.166097164
12092,7.801567078,4.06961441,9.504313469,3.097665787
12093,8.025817871,4.296465874,9.657446861,3.292614937
12094,7.712804317,4.176497459,9.448649406,3.224655151
12095,8.00286293,4.157193184,9.55592823,3.234526157
12096,7.378193378,3.952264547,10.14588165,3.035665512
12097,7.845649719,4.543467522,9.184205055,3.393250942
12098,7.722961903,4.107703209,9.260371208,3.141088963
12099,8.06111145,4.2557621,9.687413216,3.13531971
12100,8.285171509,4.382891178,9.844740868,3.229830265
12101,7.877691746,4.15370512,9.289511681,3.143527031
12102,7.639174938,4.100063324,9.099236488,3.058735371
12103,7.636584759,4.071446419,9.151978493,3.126047134
12104,7.632526875,3.781648159,9.772368431,3.139324188
12105,7.857084751,4.16933012,9.15464592,3.09090519
12106,8.766740799,4.143414974,10.23202324,3.291234016
12107,8.069572449,4.108961582,9.481028557,3.198936939
12108,7.994347095,4.152095795,9.775450706,3.15967226
12109,7.749256134,4.237691402,9.448060036,3.236929893
12110,8.288345337,4.206416607,9.427660942,3.303039551
12111,8.018842697,4.145007133,9.52389431,3.295502186
12112,8.342517853,4.261601925,9.090877533,3.112652302
12113,7.890517235,3.988434553,8.9546175,2.978758812
12114,8.369430542,4.266003609,9.487294197,3.139820576
12115,7.950899601,4.25901556,9.902216911,3.234978199
12116,7.926524162,4.185107231,9.607958794,3.189118385
12117,8.198953629,4.373811245,9.255515099,3.80755806
12118,8.023645401,4.343401909,9.932085991,3.250548363
12119,8.023971558,4.280047417,9.808300018,3.179979801
12120,7.906155109,4.277935028,9.683423042,3.275052547
12121,7.689416409,3.836286545,8.817967415,3.278482437
12122,7.398067951,4.130164146,9.164996147,3.153878212
12123,8.301895142,4.425003052,9.84635067,3.204501629
12124,8.282737732,3.980924845,9.167564392,3.153073788
12125,7.628847122,4.068451405,9.179545403,3.116585255
12126,8.366825104,4.30261898,9.700987816,3.313784599
12127,8.084658623,4.166399002,9.445967674,3.388357639
12128,8.077322006,4.252008438,9.668160439,3.239736557
12129,7.963120937,4.2385993,9.708943367,3.352339268
12130,8.216972351,4.034043789,9.029421806,3.204593658
12131,7.905772686,4.124694824,9.637132645,3.155996799
12132,8.195718765,3.98929739,8.516453743,3.242036343
12133,7.727776051,4.080611229,9.196690559,3.111552715
12134,8.415592194,4.328223228,9.336035728,3.147984505
12135,8.487861633,4.237944126,8.840554237,3.159318924
12136,8.212638855,4.007081985,8.828066826,3.308224201
12137,8.024995804,4.300913334,9.642111778,3.200875282
12138,7.846273422,4.056946754,9.436702728,3.036596298
12139,7.402750492,3.918324471,9.219632149,2.876961708
12140,7.489868641,4.199398994,9.487812996,3.162845612
12141,8.294559479,4.182631493,9.405816078,3.281927586
12142,8.01144886,4.112763405,9.181423187,3.245121479
12143,8.507604599,4.354839325,9.538168907,3.20940876
12144,7.904637814,4.101650715,9.314260483,3.113456249
12145,7.872503757,4.274936676,9.268925667,3.193305969
12146,7.862545013,4.378883839,9.639292717,3.039566517
12147,7.177222729,4.063393116,9.224143028,3.022027016
12148,7.544753551,4.385094166,7.951778889,4.092768669
12149,8.051351547,4.195599079,9.49617672,3.297503948
12150,8.023694992,4.215990067,9.698182106,3.240997314
12151,7.906625271,4.136821747,9.413155556,3.227743149
12152,7.74846983,4.245218754,8.199432373,3.033074856
12153,8.236207962,4.228095055,9.782060623,3.139161587
12154,7.773604393,4.246487141,9.390413284,3.174406052
12155,7.249279499,4.163993835,9.430930138,2.956413746
12156,8.22725296,4.387661934,9.228420258,3.163416862
12157,7.961604595,4.204084396,9.215320587,3.087566853
12158,8.053430557,4.094736576,9.454372406,3.183598995
12159,8.177204132,4.064083576,9.011195183,3.223613739
12160,7.377323151,3.795980453,10.69927502,3.570467472
12161,8.684253693,4.189233303,9.301348686,3.163733006
12162,7.91025877,4.102423191,9.377658844,3.323990345
12163,8.049022675,4.160958767,9.458903313,3.328487396
12164,8.302455902,4.167065144,9.542059898,3.19281435
12165,8.166304588,4.228828907,9.521360397,3.331182957
12166,7.839594841,4.108705997,9.139025688,3.097788811
12167,7.513837337,4.143946171,8.538340569,3.071952343
12168,7.536031246,3.969257355,10.11619854,3.02351284
12169,8.054750443,4.181165695,9.609177589,3.255050182
12170,7.731895447,4.160769939,9.185461998,3.121553421
12171,8.6693573,4.18611908,9.025753975,3.18824625
12172,8.358732224,4.184911251,9.04194355,3.26807642
12173,7.894822121,4.213142395,9.754023552,3.157481194
12174,8.123511314,4.057487965,9.305600166,3.150730133
12175,8.482175827,4.266033173,9.488088608,3.255003929
12176,7.959332943,4.315975189,9.677699089,3.243871689
12177,7.696015358,4.142641068,9.431966782,3.212243557
12178,7.359458923,4.161259651,9.821298599,3.022815228
12179,7.866550446,4.292932987,9.456435204,3.261192799
12180,7.787525654,4.122623444,9.24021244,3.158760548
12181,7.899157047,4.156116486,9.507939339,3.218964577
12182,7.978982449,4.128209591,9.33110714,3.057614803
12183,7.860083103,4.232560158,9.795816422,3.327606678
12184,7.829132557,4.026966572,9.451566696,3.192003727
12185,7.801501751,4.134634972,9.531157494,3.1504035
12186,8.284097672,4.28518343,9.525978088,2.949059963
12187,8.468074799,4.232465267,9.664029121,3.250479698
12188,8.071048737,4.255867958,9.798422813,3.222872257
12189,8.85376358,4.26566267,8.22837925,3.307870388
12190,8.258676529,4.248868465,9.565595627,3.379633904
12191,8.244714737,4.214930058,9.453846931,3.200040817
12192,8.348955154,4.184402943,9.052527428,3.290921211
12193,7.898751736,4.077775955,9.265405655,3.067121506
12194,8.210035324,3.94244504,9.68436718,3.251301765
12195,7.675178051,3.953026533,9.343852997,2.990204811
12196,8.016332626,4.200859547,9.483288765,3.330291271
12197,8.01163578,4.154153824,9.367817879,3.118170738
12198,7.970384121,4.171194077,9.560635567,3.194754124
12199,7.57853651,4.148272991,9.256419182,3.201187134
12200,7.942921162,4.121358871,9.373299599,3.319390297
12201,8.018417358,4.247910023,9.673427582,3.297301769
12202,7.89078474,4.259205818,9.847884178,3.345452785
12203,7.792580128,4.173602581,9.66748333,3.27812767
12204,7.823193073,4.233630657,9.002985954,3.116439819
12205,8.335186005,4.252955914,9.432668686,3.139638901
12206,7.47791481,4.275125504,9.756073952,3.279723644
12207,8.081512451,4.215533257,9.722828865,3.193061352
12208,7.360795975,4.124591351,9.929574966,3.035404205
12209,7.814621449,4.166147709,9.505574226,3.220694542
12210,7.858625889,4.261152744,9.489599228,3.247558117
12211,8.316677094,4.217751503,9.552027702,3.182112694
12212,8.101848602,4.072456837,9.661317825,3.066748619
12213,7.306005955,3.701495171,9.840056419,3.08419323
12214,8.437673569,4.251793861,9.409718513,3.219732285
12215,7.928152561,4.344808578,9.619305611,3.236604691
12216,8.146442413,4.145296574,9.476574898,3.34843111
12217,8.432741165,4.292947769,9.541502953,3.166197777
12218,7.821950436,4.127256393,9.259417534,3.162714481
12219,7.802723408,4.136218071,9.517625809,3.227200508
12220,8.090074539,4.029624462,9.296746254,3.174481869
12221,8.364765167,4.097462654,9.137461662,3.277090073
12222,7.888732433,4.10670042,9.295397758,3.188455582
12223,8.032196999,4.209039211,9.36207962,3.153320789
12224,7.956398487,4.132710934,9.21485424,3.146191597
12225,8.073125839,4.258354664,9.701828957,3.139012814
12226,7.619868279,4.188363075,9.672636032,3.099923134
12227,8.189096451,4.249743938,9.63260746,3.224464417
12228,8.287788391,4.208578587,9.421143532,3.316396713
12229,7.795874119,4.291295528,9.73289299,3.19387722
12230,7.961834431,4.170123577,9.566267967,3.275775433
12231,7.863007069,4.255275249,9.929545403,3.377261639
12232,7.787300587,3.963675499,9.175858498,2.917263508
12233,8.302007675,4.212337017,9.410531044,3.326397896
12234,7.99099493,4.236850262,9.399824142,3.152994156
12235,7.632409573,4.156222343,9.331795692,3.205568314
12236,9.046447754,4.413238525,9.080529213,2.987299442
12237,8.032195091,4.194282055,9.442547798,3.113059521
12238,8.441711426,4.308539391,9.552334785,3.186709404
12239,7.81537962,4.221632481,9.684331894,3.184240341
12240,8.327186584,4.192699432,8.776568413,3.191684723
12241,8.266111374,4.132036209,9.077149391,3.163379669
12242,8.645879745,4.163518906,9.626524925,3.109786034
12243,8.247882843,4.292062759,9.480369568,3.247190475
12244,8.463254929,4.250707626,9.733138084,3.250475407
12245,8.501588821,4.239432335,9.705405235,3.239798069
12246,8.032896042,4.149969578,9.42579174,3.099795818
12247,8.182584763,4.064200878,9.508104324,3.167024136
12248,9.085868835,4.421545506,8.76200676,3.433317661
12249,8.162998199,4.263529301,9.668826103,3.214182377
12250,7.978591919,4.176932812,9.484218597,3.141409874
12251,7.850867748,4.16362381,9.42371273,3.154827118
12252,7.902480602,4.168756485,9.448079109,3.13471365
12253,7.847830772,4.440790176,9.405100822,3.366128922
12254,8.297586441,4.091901779,9.093659401,3.276177406
12255,8.047346115,4.108695984,9.217327118,3.250861168
12256,8.360822678,4.185079575,9.581946373,3.207213402
12257,7.888315201,4.210355282,9.627707481,3.18560791
12258,7.942412853,4.153384209,9.495571136,3.311801434
12259,8.536941528,4.314602375,9.096282005,3.186228752
12260,8.142921448,4.032276154,9.332444191,3.126172066
12261,7.589137077,4.206905842,9.586277962,3.185581684
12262,8.078035355,4.186702728,9.582612038,3.244950771
12263,7.727266788,4.147588253,9.459645271,3.166180611
12264,7.978225231,4.196395397,9.490136147,3.308581352
12265,7.687686443,4.117410183,9.438132286,3.104215145
12266,7.62086916,4.184281349,9.321017265,3.219727993
12267,7.786991596,3.802978754,8.879195213,3.298515797
12268,7.588682652,4.151875496,9.275353432,3.1848526
12269,7.446311951,4.181393623,9.608338356,3.372361183
12270,8.422880173,4.257593632,9.36241436,3.176178932
12271,8.758958817,4.174100399,9.932588577,3.172866821
12272,8.06344986,4.141083241,9.396730423,3.196784019
12273,8.658252716,4.096736908,8.365610123,3.089367867
12274,8.065227509,4.259441376,9.70078373,3.139306545
12275,7.881835461,4.167832375,9.555832863,3.231847763
12276,8.060145378,4.162230015,9.383831978,3.119116306
12277,8.042625427,4.094572544,9.478904724,3.062392235
12278,7.1992383,4.184815884,8.864672661,3.152932644
12279,8.143716812,4.219177723,9.902668953,3.213204384
12280,8.149364471,4.05821991,9.66331768,3.090622425
12281,8.227489471,4.091695309,9.634797096,3.14423418
12282,7.953862667,4.236860275,9.847752571,3.161551952
12283,8.231998444,4.222263336,9.370903969,3.129464149
12284,8.214993477,4.017958641,9.234238625,3.216826439
12285,8.406179428,4.362491608,9.565309525,3.226103783
12286,8.009340286,4.2010746,9.556363106,3.165555
12287,8.190137863,4.237940788,9.634473801,3.254993439
12288,7.877821445,4.363071442,9.741972923,3.270839214
12289,7.893124104,4.195440292,9.514082909,3.276269436
12290,8.471118927,3.976577044,9.778964043,3.208944798
12291,8.362306595,4.31722641,9.759589195,3.270198345
12292,8.251506805,4.203799725,9.371779442,3.092481613
12293,9.040510178,4.379364967,8.722577095,3.36550808
12294,7.630820751,4.077857018,8.868891716,3.066595554
12295,8.115098953,4.309410095,9.443382263,3.178854465
12296,7.799330235,4.113424301,9.202744484,3.145205975
12297,7.522888184,4.130335808,10.19705677,3.073763371
12298,7.361073971,4.211581707,9.460299492,3.374561787
12299,7.626103401,4.154439926,9.185803413,3.069241047
12300,7.863518238,4.170819283,9.362116814,3.141802788
12301,7.538958073,4.203188896,9.471327782,3.229226112
12302,7.961202145,4.188756943,9.925769806,3.121123314
12303,8.202501297,4.297124863,9.405259132,3.198608398
12304,8.145519257,4.157895565,9.432352066,3.3899436
12305,7.976928234,4.09569788,9.378663063,3.167458057
12306,7.875960827,4.179061413,8.906504631,3.143133163
12307,8.220802307,4.196398258,9.453557014,3.266920567
12308,8.248621941,4.259665012,9.146131516,3.127617836
12309,7.89951086,4.210201263,9.531910896,3.246712685
12310,8.08807373,4.243318081,9.780044556,3.184786797
12311,8.391330719,4.435618401,9.913245201,3.281384468
12312,8.05947113,4.040997982,9.221562386,3.117471218
12313,7.913640976,4.248770714,9.798491478,3.318312645
12314,7.353290081,3.887716293,9.944125175,3.159981251
12315,8.438152313,4.139976978,8.662615776,3.165467262
12316,7.986208439,4.213494301,9.698685646,3.215986729
12317,7.613389492,4.24963522,9.591966629,3.189342499
12318,7.757361889,3.892904282,9.148507118,3.167733669
12319,8.018575668,4.164385319,9.347060204,3.122011662
12320,8.564437866,4.343115807,9.483804703,3.157788277
12321,8.006710052,4.241602421,9.683227539,3.328510284
12322,8.350440979,4.149772644,9.455929756,3.265226364
12323,8.024604797,4.127842903,9.496808052,3.27990818
12324,8.012346268,4.166487694,9.784876823,3.14323473
12325,8.007901192,4.317517281,10.01514721,3.223526955
12326,7.939024448,4.170255184,9.408313751,3.104613304
12327,7.909377098,3.994945765,9.433976173,3.184085369
12328,8.374862671,4.267900467,9.48927021,3.140995502
12329,8.081126213,4.185016155,9.332530022,3.127410412
12330,7.843253136,4.003450394,9.226319313,2.975819111
12331,7.784507275,3.987790346,9.207520485,2.969854355
12332,8.033409119,4.215097427,9.502767563,3.278713226
12333,8.342477798,4.15408659,8.594023705,3.156723499
12334,8.165847778,4.188553333,9.400835991,3.166416645
12335,8.184612274,4.201018333,9.55243206,3.156930447
12336,7.599215508,3.870038748,9.699518204,3.268949509
12337,8.157011032,4.210248947,9.458125114,3.308539391
12338,7.921085835,4.126173496,9.36790657,3.201212883
12339,7.936894894,4.125505924,9.334469795,3.226322174
12340,7.979331017,4.219371796,9.781416893,3.152337551
12341,8.061143875,4.174483299,9.645424843,3.273603439
12342,7.683653831,4.12568903,9.146130562,3.108637333
12343,8.119405746,4.070840359,9.319684029,3.160034657
12344,8.319898605,4.24012804,9.468979836,3.118468761
12345,7.790136337,4.144654274,9.573371887,3.208701134
12346,8.210439682,4.387113094,9.169741631,3.813437462
12347,8.393770218,4.315141678,9.164208412,3.063265324
12348,7.958144665,4.166159153,9.482672691,3.331085205
12349,7.93782568,4.14704895,9.442642212,3.09460783
12350,7.863857746,4.188381195,9.498772621,3.261795044
12351,7.799668789,4.041127682,9.391062737,3.128011227
12352,8.080410004,4.149105072,9.345240593,3.182221889
12353,7.891567707,4.183281422,10.21297169,3.231802464
12354,7.583810806,4.165215969,9.598492622,3.34349823
12355,8.04368782,4.208268642,9.580915451,3.140043259
12356,8.098659515,4.181299686,9.857889175,3.174239635
12357,7.211807728,3.934917688,9.191958427,3.0860672
12358,7.836951256,4.205713272,9.387887001,3.214756489
12359,8.156627655,4.242227077,9.222401619,3.129218578
12360,8.269367218,4.232224941,9.413113594,3.116858006
12361,7.741165638,4.167632103,9.10956192,3.130121708
12362,7.595571041,4.187232018,9.412325859,3.169238091
12363,8.332027435,4.355653763,9.694535255,3.259991646
12364,8.633825302,4.34312439,9.581519127,3.17850256
12365,8.305923462,4.210502148,9.527671814,3.178733349
12366,7.917169094,4.210069656,9.68194294,3.159449577
12367,7.875329018,4.167934895,9.367743492,3.174529552
12368,7.822370529,4.353755951,9.589972496,3.022679329
12369,7.94223547,4.032872677,9.413868904,3.198197365
12370,7.290686131,3.690484047,9.962294579,2.993169785
12371,8.283037186,4.281420231,9.376403809,3.153048038
12372,8.115400314,4.192716122,9.550393105,3.282622337
12373,7.745846272,4.110451698,9.036004066,3.095212936
12374,7.569029331,4.159431458,9.240655899,3.187918186
12375,8.378110886,4.272437096,9.489441872,3.148519039
12376,8.007125854,4.241443157,9.767338753,3.182620525
12377,7.281812668,4.122555733,9.684634209,3.020029068
12378,7.568761349,3.862616539,10.37046528,3.484449863
12379,7.843139172,4.363309383,9.606091499,3.031691551
12380,8.029672623,4.12776041,9.321491241,3.130975246
12381,8.052518845,4.245317936,9.685189247,3.132764339
12382,7.317014694,3.768689394,9.358603477,3.18571949
12383,8.242274284,4.15803194,9.34927845,3.26725769
